"","Date","Irradiance","Energy","External_Temperature","Office_Temperature","Delta_Temperature","Day","Month","Hours","Working"
"18826",(08/13/18 19:45:00),30.1609782608696,8.425,30.7323,25.9099,4.8224,2,8,19,1
"18827",(08/13/18 20:00:00),7.44904731457801,4.875,30.4889,26.0324,4.4565,2,8,20,1
"18828",(08/13/18 20:15:00),0.076246803069054,5.25,30.0273,26.1231,3.9042,2,8,20,1
"18829",(08/13/18 20:30:00),0,5.375,29.837,26.1875,3.6495,2,8,20,1
"18830",(08/13/18 20:45:00),0,6,29.6177,26.2618,3.3559,2,8,20,1
"18831",(08/13/18 21:00:00),0,6.125,29.5431,26.2937,3.2494,2,8,21,0
"18832",(08/13/18 21:15:00),0,6,29.263,26.3356,2.9274,2,8,21,0
"18833",(08/13/18 21:30:00),0,5.875,28.9497,26.3737,2.576,2,8,21,0
"18834",(08/13/18 21:45:00),0,5.875,28.7334,26.4318,2.3016,2,8,21,0
"18835",(08/13/18 22:00:00),0,5.75,28.7989,26.435,2.3639,2,8,22,0
"18836",(08/13/18 22:15:00),0,5.5,29.1885,26.4806,2.7079,2,8,22,0
"18837",(08/13/18 22:30:00),0,5.25,29.1987,26.4931,2.7056,2,8,22,0
"18838",(08/13/18 22:45:00),0,5.375,28.5424,26.5125,2.0299,2,8,22,0
"18839",(08/13/18 23:00:00),0,5.25,27.9844,26.5287,1.4557,2,8,23,0
"18840",(08/13/18 23:15:00),0,5.25,27.6837,26.5349,1.1488,2,8,23,0
"18841",(08/13/18 23:30:00),0,5.5,27.7233,26.5612,1.1621,2,8,23,0
"18842",(08/13/18 23:45:00),0,5.25,28.2203,26.5643,1.656,2,8,23,0
"18843",(08/14/18 00:00:00),0,5.125,28.0569,26.5737,1.4832,3,8,0,0
"18844",(08/14/18 00:15:00),0,5,27.5764,26.5837,0.992699999999999,3,8,0,0
"18845",(08/14/18 00:30:00),0,4.875,27.4749,26.5931,0.881800000000002,3,8,0,0
"18846",(08/14/18 00:45:00),0,4.875,26.7478,26.6062,0.1416,3,8,0,0
"18847",(08/14/18 01:00:00),0,4.875,26.6283,26.6093,0.0189999999999984,3,8,1,0
"18848",(08/14/18 01:15:00),0,4.875,26.7031,26.6256,0.0775000000000006,3,8,1,0
"18849",(08/14/18 01:30:00),0,4.875,26.9445,26.6318,0.312700000000003,3,8,1,0
"18850",(08/14/18 01:45:00),0,4.875,26.9888,26.6318,0.357000000000003,3,8,1,0
"18851",(08/14/18 02:00:00),0,4.875,26.8618,26.6318,0.23,3,8,2,0
"18852",(08/14/18 02:30:00),0,5,26.1266,26.6318,-0.505199999999999,3,8,2,0
"18853",(08/14/18 02:45:00),0,4.875,25.5482,26.6418,-1.0936,3,8,2,0
"18854",(08/14/18 03:00:00),0,4.75,25.6089,26.6318,-1.0229,3,8,3,0
"18855",(08/14/18 03:15:00),0,5.75,25.6895,26.6287,-0.9392,3,8,3,0
"18856",(08/14/18 03:30:00),0,5.5,25.447,26.635,-1.188,3,8,3,0
"18857",(08/14/18 03:45:00),0,5.5,25.093,26.635,-1.542,3,8,3,0
"18858",(08/14/18 04:00:00),0.004904092071611,5.75,24.9433,26.635,-1.6917,3,8,4,0
"18859",(08/14/18 04:15:00),0.014712276214834,5.5,24.6126,26.635,-2.0224,3,8,4,0
"18860",(08/14/18 04:30:00),0.004904092071611,5.5,24.6175,26.6187,-2.0012,3,8,4,0
"18861",(08/14/18 04:45:00),0.004904092071611,5.625,24.4669,26.625,-2.1581,3,8,4,0
"18862",(08/14/18 05:00:00),0.029424552429668,5.5,24.5764,26.625,-2.0486,3,8,5,0
"18863",(08/14/18 05:15:00),0.068657289002558,5.5,24.3257,26.625,-2.2993,3,8,5,0
"18864",(08/14/18 05:30:00),0.073561381074169,5.625,24.344,26.625,-2.281,3,8,5,0
"18865",(08/14/18 05:45:00),0.15693094629156,5.5,24.7896,26.6156,-1.826,3,8,5,0
"18866",(08/14/18 06:00:00),0.098081841432225,5.875,25.6945,26.6287,-0.934199999999997,3,8,6,0
"18867",(08/14/18 06:15:00),0.005095907928389,5.125,25.9819,26.6318,-0.649899999999999,3,8,6,0
"18868",(08/14/18 06:30:00),0.625971867007673,5.25,26.2671,26.6412,-0.374100000000002,3,8,6,0
"18869",(08/14/18 06:45:00),8.26498721227622,30.875,26.3827,26.5387,-0.155999999999999,3,8,6,0
"18870",(08/14/18 07:00:00),20.4052109974425,53.8,26.3371,26.2687,0.0684000000000005,3,8,7,1
"18871",(08/14/18 07:15:00),29.5281841432225,44.675,26.5165,25.9156,0.600899999999999,3,8,7,1
"18872",(08/14/18 07:30:00),34.6654667519182,41.925,26.7725,25.6518,1.1207,3,8,7,1
"18873",(08/14/18 07:45:00),29.6289833759591,42.175,26.7274,25.52,1.2074,3,8,7,1
"18874",(08/14/18 08:00:00),44.5290089514066,37.3,26.6898,25.4974,1.1924,3,8,8,1
"18875",(08/14/18 08:15:00),50.8152237851662,41.525,26.8586,25.5237,1.3349,3,8,8,1
"18876",(08/14/18 08:30:00),54.5975255754476,32.975,26.9321,25.5699,1.3622,3,8,8,1
"18877",(08/14/18 08:45:00),56.0194437340153,40.4,26.8317,25.6556,1.1761,3,8,8,1
"18878",(08/14/18 09:00:00),57.7773081841432,39.6,26.8131,25.7131,1.1,3,8,9,1
"18879",(08/14/18 09:15:00),96.9472570332481,41.25,26.9238,25.77,1.1538,3,8,9,1
"18880",(08/14/18 09:30:00),156.992813299233,35.65,27.1684,25.8087,1.3597,3,8,9,1
"18881",(08/14/18 09:45:00),129.022934782609,31.6,27.2735,25.8812,1.3923,3,8,9,1
"18882",(08/14/18 10:00:00),155.55489769821,39.35,27.271,25.9262,1.3448,3,8,10,1
"18883",(08/14/18 10:15:00),240.53847826087,40.525,27.4846,25.9612,1.5234,3,8,10,1
"18884",(08/14/18 10:30:00),299.40858056266,31.725,27.8004,25.9868,1.8136,3,8,10,1
"18885",(08/14/18 10:45:00),415.8602685422,31.914,28.1386,25.9799,2.1587,3,8,10,1
"18886",(08/14/18 11:00:00),281.031566496164,37.523,28.5506,25.9518,2.5988,3,8,11,1
"18887",(08/14/18 11:15:00),176.622538363171,36.45,28.4665,25.9012,2.5653,3,8,11,1
"18888",(08/14/18 11:30:00),222.204603580563,37.85,28.4573,25.85,2.6073,3,8,11,1
"18889",(08/14/18 11:45:00),186.472519181586,36.375,28.685,25.7987,2.8863,3,8,11,1
"18890",(08/14/18 12:00:00),162.801771099744,28.65,28.7134,25.7731,2.9403,3,8,12,1
"18891",(08/14/18 12:15:00),202.681694373401,33.5,28.6904,25.7643,2.9261,3,8,12,1
"18892",(08/14/18 12:30:00),331.754673913043,37.825,28.9784,25.7806,3.1978,3,8,12,1
"18893",(08/14/18 12:45:00),256.882826086957,37.075,28.8761,25.8062,3.0699,3,8,12,1
"18894",(08/14/18 13:00:00),202.152346547315,36.75,27.3716,25.8381,1.5335,3,8,13,1
"18895",(08/14/18 13:15:00),116.669066496164,28.75,26.1771,25.8737,0.3034,3,8,13,1
"18896",(08/14/18 13:30:00),80.6386189258312,29.325,24.74,25.8462,-1.1062,3,8,13,1
"18897",(08/14/18 13:45:00),193.030063938619,37.175,23.2338,25.8362,-2.6024,3,8,13,1
"18898",(08/14/18 14:00:00),366.584092071611,37.475,23.1264,25.8393,-2.7129,3,8,14,1
"18899",(08/14/18 14:15:00),701.329641943734,38.139,23.9544,25.8787,-1.9243,3,8,14,1
"18900",(08/14/18 14:30:00),482.540063938619,32.275,24.3698,25.8418,-1.472,3,8,14,1
"18901",(08/14/18 14:45:00),420.684149616368,30.15,24.7504,25.8387,-1.0883,3,8,14,1
"18902",(08/14/18 15:00:00),312.332237851662,37.4,25.1194,25.8356,-0.716200000000001,3,8,15,1
"18903",(08/14/18 15:15:00),227.80145140665,38.9,25.0667,25.7943,-0.727599999999999,3,8,15,1
"18904",(08/14/18 15:30:00),232.007698209719,30.1,25.3257,25.7793,-0.453599999999998,3,8,15,1
"18905",(08/14/18 15:45:00),219.501777493606,28.525,25.889,25.7737,0.115299999999998,3,8,15,1
"18906",(08/14/18 16:00:00),242.57868286445,36.15,26.0486,25.7443,0.304300000000001,3,8,16,1
"18907",(08/14/18 16:15:00),286.724501278772,37.55,26.0309,25.7475,0.2834,3,8,16,1
"18908",(08/14/18 16:30:00),312.630409207161,35.4,25.7777,25.7731,0.00459999999999994,3,8,16,1
"18909",(08/14/18 16:45:00),325.864929667519,25.65,25.9009,25.8043,0.0965999999999987,3,8,16,1
"18910",(08/14/18 17:00:00),330.449398976982,29.9,26.3299,25.8299,0.5,3,8,17,1
"18911",(08/14/18 17:15:00),319.597787723785,36.15,26.4835,25.8624,0.621099999999998,3,8,17,1
"18912",(08/14/18 17:30:00),259.578753196931,35.45,26.8899,25.8718,1.0181,3,8,17,1
"18913",(08/14/18 17:45:00),220.885569053708,33.6,26.8888,25.8718,1.017,3,8,17,1
"18914",(08/14/18 18:00:00),196.603887468031,32.8,26.8036,25.8725,0.931100000000001,3,8,18,1
"18915",(08/14/18 18:15:00),137.506636828645,36.1,27.0634,25.8275,1.2359,3,8,18,1
"18916",(08/14/18 18:30:00),78.4717135549872,37.45,27.0208,25.7725,1.2483,3,8,18,1
"18917",(08/14/18 18:45:00),46.6814705882353,31.35,26.7702,25.7174,1.0528,3,8,18,1
"18918",(08/14/18 19:00:00),44.3530051150895,31.225,26.1783,25.6893,0.489000000000001,3,8,19,1
"18919",(08/14/18 19:15:00),55.1140792838875,30.9,25.8954,25.6768,0.218599999999999,3,8,19,1
"18920",(08/14/18 19:30:00),97.2596675191816,32.65,26.1445,25.7524,0.392099999999999,3,8,19,1
"18921",(08/14/18 19:45:00),47.2903260869565,8.475,26.6537,25.8274,0.8263,3,8,19,1
"18922",(08/14/18 20:00:00),8.73071611253197,5.55,26.0954,25.9025,0.192900000000002,3,8,20,1
"18923",(08/14/18 20:15:00),0,5,25.106,25.9612,-0.8552,3,8,20,1
"18924",(08/14/18 20:30:00),0,5.375,24.768,26.0125,-1.2445,3,8,20,1
"18925",(08/14/18 20:45:00),0,6.125,23.7351,26.0318,-2.2967,3,8,20,1
"18926",(08/14/18 21:00:00),0,5.875,23.5514,26.0574,-2.506,3,8,21,0
"18927",(08/14/18 21:15:00),0,6,23.0729,26.0868,-3.0139,3,8,21,0
"18928",(08/14/18 21:30:00),0,5.625,22.7132,26.0931,-3.3799,3,8,21,0
"18929",(08/14/18 21:45:00),0,5.625,22.8398,26.1031,-3.2633,3,8,21,0
"18930",(08/14/18 22:00:00),0.029424552429668,5.625,22.3656,26.1156,-3.75,3,8,22,0
"18931",(08/14/18 22:15:00),0.024520460358056,5.5,22.1634,26.1287,-3.9653,3,8,22,0
"18932",(08/14/18 22:30:00),0,5.125,21.6143,26.1418,-4.5275,3,8,22,0
"18933",(08/14/18 22:45:00),0,5.25,21.6418,26.1418,-4.5,3,8,22,0
"18934",(08/14/18 23:00:00),0.004904092071611,5.25,21.6334,26.1349,-4.5015,3,8,23,0
"18935",(08/14/18 23:15:00),0.019616368286445,5.375,21.3872,26.1349,-4.7477,3,8,23,0
"18936",(08/14/18 23:30:00),0.009808184143223,5.125,21.6417,26.1512,-4.5095,3,8,23,0
"18937",(08/14/18 23:45:00),0,5.25,21.5323,26.1512,-4.6189,3,8,23,0
"18938",(08/15/18 00:00:00),0,5.125,21.9477,26.1412,-4.1935,4,8,0,0
"18939",(08/15/18 00:15:00),0,4.875,21.8879,26.1443,-4.2564,4,8,0,0
"18940",(08/15/18 00:30:00),0,4.875,22.2895,26.1312,-3.8417,4,8,0,0
"18941",(08/15/18 00:45:00),0,4.875,22.2681,26.1343,-3.8662,4,8,0,0
"18942",(08/15/18 01:00:00),0,5,22.207,26.1412,-3.9342,4,8,1,0
"18943",(08/15/18 01:15:00),0,4.875,21.9119,26.1443,-4.2324,4,8,1,0
"18944",(08/15/18 01:30:00),0,4.875,21.8533,26.1443,-4.291,4,8,1,0
"18945",(08/15/18 01:45:00),0,4.875,21.9145,26.1443,-4.2298,4,8,1,0
"18946",(08/15/18 02:00:00),0,4.75,21.2489,26.1443,-4.8954,4,8,2,0
"18947",(08/15/18 02:15:00),0,4.875,21.1977,26.1443,-4.9466,4,8,2,0
"18948",(08/15/18 02:30:00),0,4.875,21.2654,26.1412,-4.8758,4,8,2,0
"18949",(08/15/18 02:45:00),0,5,20.8362,26.1281,-5.2919,4,8,2,0
"18950",(08/15/18 03:00:00),0.004904092071611,4.875,21.0258,26.1312,-5.1054,4,8,3,0
"18951",(08/15/18 03:15:00),0,5,21.3139,26.1312,-4.8173,4,8,3,0
"18952",(08/15/18 03:30:00),0,4.875,21.3628,26.1181,-4.7553,4,8,3,0
"18953",(08/15/18 03:45:00),0,5,21.1564,26.1212,-4.9648,4,8,3,0
"18954",(08/15/18 04:15:00),0,4.875,21.5617,26.1312,-4.5695,4,8,4,0
"18955",(08/15/18 04:30:00),0,4.875,21.4693,26.1218,-4.6525,4,8,4,0
"18956",(08/15/18 04:45:00),0,5,21.2728,26.1125,-4.8397,4,8,4,0
"18957",(08/15/18 05:00:00),0,4.75,20.934,26.1193,-5.1853,4,8,5,0
"18958",(08/15/18 05:15:00),0,4.875,20.8406,26.1193,-5.2787,4,8,5,0
"18959",(08/15/18 05:30:00),0,4.875,20.5172,26.1162,-5.599,4,8,5,0
"18960",(08/15/18 05:45:00),0.004904092071611,4.875,20.3061,26.1131,-5.807,4,8,5,0
"18961",(08/15/18 06:00:00),0.004904092071611,4.875,19.901,26.1031,-6.2021,4,8,6,0
"18962",(08/15/18 06:15:00),0.176547314578005,4.375,20.2085,26.1,-5.8915,4,8,6,0
"18963",(08/15/18 06:30:00),0.32386189258312,4.75,19.8802,26.0968,-6.2166,4,8,6,0
"18964",(08/15/18 06:45:00),2.31377877237852,33.875,19.6934,25.9968,-6.3034,4,8,6,0
"18965",(08/15/18 07:00:00),8.74789002557545,47.875,19.6285,25.6075,-5.979,4,8,7,1
"18966",(08/15/18 07:15:00),33.2335933503836,31.55,19.9602,25.3387,-5.3785,4,8,7,1
"18967",(08/15/18 07:30:00),52.2353516624041,29.475,20.3329,25.3099,-4.977,4,8,7,1
"18968",(08/15/18 07:45:00),92.8736061381074,33.25,20.4432,25.3668,-4.9236,4,8,7,1
"18969",(08/15/18 08:00:00),135.10533887468,32.55,20.9276,25.4456,-4.518,4,8,8,1
"18970",(08/15/18 08:15:00),144.201202046036,24.225,21.5821,25.5125,-3.9304,4,8,8,1
"18971",(08/15/18 08:30:00),239.471841432225,32.9,22.0876,25.5693,-3.4817,4,8,8,1
"18972",(08/15/18 08:45:00),317.847218670077,32.85,22.3832,25.61,-3.2268,4,8,8,1
"18973",(08/15/18 09:00:00),238.502109974425,32.9,22.7484,25.6349,-2.8865,4,8,9,1
"18974",(08/15/18 09:15:00),341.560031969309,33.2,23.3011,25.6806,-2.3795,4,8,9,1
"18975",(08/15/18 09:30:00),338.180019181586,32.825,24.1901,25.7131,-1.523,4,8,9,1
"18976",(08/15/18 09:45:00),441.219335038363,29.75,24.2644,25.7456,-1.4812,4,8,9,1
"18977",(08/15/18 10:00:00),527.872378516624,30.65,24.6533,25.7812,-1.1279,4,8,10,1
"18978",(08/15/18 10:15:00),524.457570332481,33.75,25.5899,25.8331,-0.243200000000002,4,8,10,1
"18979",(08/15/18 10:30:00),259.71108056266,32,25.617,25.8237,-0.206699999999998,4,8,10,1
"18980",(08/15/18 10:45:00),420.679872122762,29.95,25.8373,25.8275,0.00979999999999848,4,8,10,1
"18981",(08/15/18 11:00:00),500.418836317136,33.656,26.5111,25.85,0.661099999999998,4,8,11,1
"18982",(08/15/18 11:15:00),618.784654731458,34.031,26.7347,25.8468,0.887899999999998,4,8,11,1
"18983",(08/15/18 11:30:00),557.23597826087,29.58,27.3988,25.86,1.5388,4,8,11,1
"18984",(08/15/18 11:45:00),355.59131713555,33.295,27.5537,25.8337,1.72,4,8,11,1
"18985",(08/15/18 12:00:00),377.456739130435,34.332,27.8055,25.7975,2.008,4,8,12,1
"18986",(08/15/18 12:15:00),414.151617647059,34.778,27.7997,25.7875,2.0122,4,8,12,1
"18987",(08/15/18 12:30:00),397.953618925831,34.183,27.9929,25.7843,2.2086,4,8,12,1
"18988",(08/15/18 12:45:00),479.452890025575,29.307,28.0658,25.7743,2.2915,4,8,12,1
"18989",(08/15/18 13:00:00),700.266854219949,31.383,28.4192,25.7812,2.638,4,8,13,1
"18990",(08/15/18 13:15:00),445.004104859335,34.109,28.4976,25.7743,2.7233,4,8,13,1
"18991",(08/15/18 13:30:00),820.174264705882,33.6,28.7757,25.8137,2.962,4,8,13,1
"18992",(08/15/18 13:45:00),704.063996163683,32.294,29.0715,25.8462,3.2253,4,8,13,1
"18993",(08/15/18 14:00:00),623.594961636829,33.945,29.2652,25.8462,3.419,4,8,14,1
"18994",(08/15/18 14:15:00),755.999104859335,33.562,29.5312,25.8687,3.6625,4,8,14,1
"18995",(08/15/18 14:30:00),631.544769820972,32.977,29.4269,25.8525,3.5744,4,8,14,1
"18996",(08/15/18 14:45:00),344.477608695652,32.742,29.185,25.8431,3.3419,4,8,14,1
"18997",(08/15/18 15:00:00),228.028062659847,33.1,28.9019,25.805,3.0969,4,8,15,1
"18998",(08/15/18 15:15:00),335.253657289003,33.347,28.8111,25.7956,3.0155,4,8,15,1
"18999",(08/15/18 15:30:00),374.336739130435,34.05,28.7948,25.7862,3.0086,4,8,15,1
"19000",(08/15/18 15:45:00),262.698586956522,31.25,28.7605,25.7768,2.9837,4,8,15,1
"19001",(08/15/18 16:00:00),214.420383631714,27.8,28.5745,25.7406,2.8339,4,8,16,1
"19002",(08/15/18 16:15:00),313.923695652174,32.525,28.4941,25.7537,2.7404,4,8,16,1
"19003",(08/15/18 16:30:00),560.258644501279,34.939,28.6647,25.7693,2.8954,4,8,16,1
"19004",(08/15/18 16:45:00),705.612653452686,29.121,29.2374,25.7787,3.4587,4,8,16,1
"19005",(08/15/18 17:00:00),658.994744245524,33.483,29.7448,25.8012,3.9436,4,8,17,1
"19006",(08/15/18 17:15:00),595.416425831202,34,29.878,25.7943,4.0837,4,8,17,1
"19007",(08/15/18 17:30:00),515.670402813299,24.45,29.9542,25.8043,4.1499,4,8,17,1
"19008",(08/15/18 17:45:00),389.300696930946,29.4,29.9745,25.7981,4.1764,4,8,17,1
"19009",(08/15/18 18:00:00),423.8548657289,31.575,30.2384,25.7812,4.4572,4,8,18,1
"19010",(08/15/18 18:15:00),315.631195652174,25.25,30.2356,25.795,4.4406,4,8,18,1
"19011",(08/15/18 18:30:00),279.268970588235,34.6,30.0087,25.775,4.2337,4,8,18,1
"19012",(08/15/18 18:45:00),264.34824168798,30.375,30.1133,25.7556,4.3577,4,8,18,1
"19013",(08/15/18 19:00:00),223.183132992327,27.35,29.3923,25.7224,3.6699,4,8,19,1
"19014",(08/15/18 19:15:00),172.249948849105,26.875,29.7359,25.7156,4.0203,4,8,19,1
"19015",(08/15/18 19:30:00),118.94918797954,27.2,29.6779,25.7281,3.9498,4,8,19,1
"19016",(08/15/18 19:45:00),40.6804923273657,7.925,29.2405,25.8031,3.4374,4,8,19,1
"19017",(08/15/18 20:00:00),18.7605051150895,4.925,28.5737,25.8587,2.715,4,8,20,1
"19018",(08/15/18 20:15:00),1.84611253196931,4.5,28.2674,25.9368,2.3306,4,8,20,1
"19019",(08/15/18 20:30:00),0,4.875,27.3087,25.9762,1.3325,4,8,20,1
"19020",(08/15/18 20:45:00),0,5.75,25.5888,25.9856,-0.396800000000002,4,8,20,1
"19021",(08/15/18 21:00:00),0,5.75,25.0735,26.0281,-0.954599999999999,4,8,21,0
"19022",(08/15/18 21:15:00),0,5.5,24.6702,26.0381,-1.3679,4,8,21,0
"19023",(08/15/18 21:30:00),0,5.25,24.2658,26.0412,-1.7754,4,8,21,0
"19024",(08/15/18 21:45:00),0,5.375,24.456,26.0512,-1.5952,4,8,21,0
"19025",(08/15/18 22:00:00),0,5.25,24.0467,26.0512,-2.0045,4,8,22,0
"19026",(08/15/18 22:15:00),0,5.375,23.595,26.0512,-2.4562,4,8,22,0
"19027",(08/15/18 22:30:00),0,5.375,23.159,26.0612,-2.9022,4,8,22,0
"19028",(08/15/18 22:45:00),0,5.375,23.0639,26.0612,-2.9973,4,8,22,0
"19029",(08/15/18 23:00:00),0,5.25,22.7282,26.0612,-3.333,4,8,23,0
"19030",(08/15/18 23:15:00),0,5.25,22.5188,26.0581,-3.5393,4,8,23,0
"19031",(08/15/18 23:30:00),0,5.25,22.6188,26.0518,-3.433,4,8,23,0
"19032",(08/15/18 23:45:00),0,5.25,22.0027,26.0487,-4.046,4,8,23,0
"19033",(08/16/18 00:00:00),0,5.125,21.8554,26.0456,-4.1902,5,8,0,0
"19034",(08/16/18 00:15:00),0,4.875,21.9168,26.0424,-4.1256,5,8,0,0
"19035",(08/16/18 00:30:00),0,4.875,21.5195,26.0324,-4.5129,5,8,0,0
"19036",(08/16/18 00:45:00),0.004904092071611,4.875,21.2522,26.02,-4.7678,5,8,0,0
"19037",(08/16/18 01:00:00),0,4.875,21.1485,26.0231,-4.8746,5,8,1,0
"19038",(08/16/18 01:15:00),0,5,21.1009,26.0168,-4.9159,5,8,1,0
"19039",(08/16/18 01:30:00),0.004904092071611,4.875,20.9346,26.0068,-5.0722,5,8,1,0
"19040",(08/16/18 01:45:00),0.014712276214834,4.75,21.2589,25.9937,-4.7348,5,8,1,0
"19041",(08/16/18 02:00:00),0.024520460358056,5,21.0616,25.9874,-4.9258,5,8,2,0
"19042",(08/16/18 02:15:00),0.024520460358056,4.75,20.815,25.9874,-5.1724,5,8,2,0
"19043",(08/16/18 02:30:00),0.098273657289003,5,20.8505,25.9874,-5.1369,5,8,2,0
"19044",(08/16/18 03:00:00),0,4.875,20.7545,25.9974,-5.2429,5,8,3,0
"19045",(08/16/18 03:15:00),0,5.875,20.8322,25.9843,-5.1521,5,8,3,0
"19046",(08/16/18 03:30:00),0,5.5,20.5242,25.9743,-5.4501,5,8,3,0
"19047",(08/16/18 03:45:00),0,5.5,20.5196,25.9743,-5.4547,5,8,3,0
"19048",(08/16/18 04:00:00),0,5.75,20.6525,25.9712,-5.3187,5,8,4,0
"19049",(08/16/18 04:15:00),0,5.625,20.4863,25.9681,-5.4818,5,8,4,0
"19050",(08/16/18 04:30:00),0,5.625,20.2104,25.9618,-5.7514,5,8,4,0
"19051",(08/16/18 04:45:00),0,5.5,20.0273,25.9587,-5.9314,5,8,4,0
"19052",(08/16/18 05:00:00),0,5.5,20.1567,25.9456,-5.7889,5,8,5,0
"19053",(08/16/18 05:15:00),0,5.5,20.1452,25.9356,-5.7904,5,8,5,0
"19054",(08/16/18 05:30:00),0,5.625,20.1114,25.9356,-5.8242,5,8,5,0
"19055",(08/16/18 05:45:00),0.093177749360614,5.625,20.0194,25.9262,-5.9068,5,8,5,0
"19056",(08/16/18 06:00:00),0.009808184143223,5.5,19.8554,25.9231,-6.0677,5,8,6,0
"19057",(08/16/18 06:15:00),0.049040920716113,5.125,20.0345,25.9231,-5.8886,5,8,6,0
"19058",(08/16/18 06:30:00),2.35945012787724,5.25,19.728,25.9068,-6.1788,5,8,6,0
"19059",(08/16/18 06:45:00),15.0697570332481,30.625,19.9695,25.7787,-5.8092,5,8,6,0
"19060",(08/16/18 07:00:00),35.2636828644501,41.8,20.0955,25.4687,-5.3732,5,8,7,1
"19061",(08/16/18 07:15:00),45.8432225063939,34.6,20.0185,25.27,-5.2515,5,8,7,1
"19062",(08/16/18 07:30:00),64.8917710997443,37.4,20.2597,25.2706,-5.0109,5,8,7,1
"19063",(08/16/18 07:45:00),82.2475639386189,34.95,20.4227,25.29,-4.8673,5,8,7,1
"19064",(08/16/18 08:00:00),146.757749360614,34.225,20.9104,25.34,-4.4296,5,8,8,1
"19065",(08/16/18 08:15:00),185.420869565217,35.25,21.8635,25.3968,-3.5333,5,8,8,1
"19066",(08/16/18 08:30:00),234.909015345269,37.6,22.823,25.4506,-2.6276,5,8,8,1
"19067",(08/16/18 08:45:00),187.633542199488,40.25,23.8203,25.4918,-1.6715,5,8,8,1
"19068",(08/16/18 09:00:00),125.487173913043,39.55,23.9346,25.4881,-1.5535,5,8,9,1
"19069",(08/16/18 09:15:00),198.224360613811,40.25,24.303,25.5424,-1.2394,5,8,9,1
"19070",(08/16/18 09:30:00),419.738836317136,38.35,25.1637,25.575,-0.411300000000001,5,8,9,1
"19071",(08/16/18 09:45:00),515.973043478261,35.525,26.1864,25.6168,0.569599999999998,5,8,9,1
"19072",(08/16/18 10:00:00),543.793043478261,36.2,27.1555,25.6756,1.4799,5,8,10,1
"19073",(08/16/18 10:15:00),594.927340153453,36.825,27.364,25.6981,1.6659,5,8,10,1
"19074",(08/16/18 10:30:00),656.749942455243,39.275,28.2613,25.7431,2.5182,5,8,10,1
"19075",(08/16/18 10:45:00),708.74597826087,38.5,28.8889,25.7662,3.1227,5,8,10,1
"19076",(08/16/18 11:00:00),684.904309462916,39.45,29.0844,25.8181,3.2663,5,8,11,1
"19077",(08/16/18 11:15:00),718.868721227621,38.235,29.6863,25.8374,3.8489,5,8,11,1
"19078",(08/16/18 11:30:00),492.334859335038,35.871,30.1101,25.8537,4.2564,5,8,11,1
"19079",(08/16/18 11:45:00),478.352666240409,38.088,29.5244,25.8337,3.6907,5,8,11,1
"19080",(08/16/18 12:00:00),932.331202046036,36.81,29.8988,25.84,4.0588,5,8,12,1
"19081",(08/16/18 12:15:00),941.862378516624,35.999,30.2676,25.8299,4.4377,5,8,12,1
"19082",(08/16/18 12:30:00),958.138459079284,37.007,30.6271,25.8337,4.7934,5,8,12,1
"19083",(08/16/18 12:45:00),889.977877237852,36.182,30.8632,25.8368,5.0264,5,8,12,1
"19084",(08/16/18 13:00:00),662.431112531969,37.494,30.9864,25.8006,5.1858,5,8,13,1
"19085",(08/16/18 13:15:00),852.367672634271,36.845,30.9128,25.7937,5.1191,5,8,13,1
"19086",(08/16/18 13:30:00),964.443407928389,36.853,30.9658,25.84,5.1258,5,8,13,1
"19087",(08/16/18 13:45:00),382.276010230179,36.717,30.9284,25.8137,5.1147,5,8,13,1
"19088",(08/16/18 14:00:00),746.201265984655,36.813,31.0043,25.8462,5.1581,5,8,14,1
"19089",(08/16/18 14:15:00),443.45371483376,36.103,30.7326,25.8431,4.8895,5,8,14,1
"19090",(08/16/18 14:30:00),918.112627877238,37.264,30.6918,25.8462,4.8456,5,8,14,1
"19091",(08/16/18 14:45:00),746.768126598465,37.326,30.9403,25.8624,5.0779,5,8,14,1
"19092",(08/16/18 15:00:00),793.800063938619,37.565,30.6009,25.8531,4.7478,5,8,15,1
"19093",(08/16/18 15:15:00),914.641598465473,37.093,31.0452,25.86,5.1852,5,8,15,1
"19094",(08/16/18 15:30:00),951.928350383632,36.775,31.222,25.86,5.362,5,8,15,1
"19095",(08/16/18 15:45:00),820.578356777494,36.538,31.3112,25.8931,5.4181,5,8,15,1
"19096",(08/16/18 16:00:00),856.24081202046,36.73,31.041,25.9068,5.1342,5,8,16,1
"19097",(08/16/18 16:15:00),803.353337595908,37.398,31.3191,25.8912,5.4279,5,8,16,1
"19098",(08/16/18 16:30:00),753.270383631714,36.75,31.4874,25.875,5.6124,5,8,16,1
"19099",(08/16/18 16:45:00),717.417378516624,38.075,31.3926,25.8818,5.5108,5,8,16,1
"19100",(08/16/18 17:00:00),666.841975703325,36.825,31.7742,25.885,5.8892,5,8,17,1
"19101",(08/16/18 17:15:00),614.985773657289,36.675,31.9794,25.8618,6.1176,5,8,17,1
"19102",(08/16/18 17:30:00),557.762781329923,32.4,32.1134,25.8743,6.2391,5,8,17,1
"19103",(08/16/18 17:45:00),509.245626598466,31.625,32.219,25.8899,6.3291,5,8,17,1
